Time,Labeling
7.516667,1.0
7.533333,1.0
7.55,1.0
7.566667,1.0
7.583333,1.0
7.6,1.0
7.616667,1.0
7.633333,1.0
7.65,1.0
7.666667,1.0
7.683333,1.0
7.7,1.0
7.716667,1.0
7.733333,1.0
7.75,1.0
7.766667,1.0
7.783333,1.0
7.8,1.0
7.816667,1.0
7.833333,1.0
7.85,1.0
7.866667,1.0
7.883333,1.0
7.9,1.0
7.916667,1.0
7.933333,1.0
7.95,1.0
7.966667,1.0
7.983333,1.0
8.0,1.0
8.016666,1.0
8.033334,1.0
8.05,1.0
8.066667,1.0
8.083333,1.0
8.1,1.0
8.116667,1.0
8.133333,1.0
8.15,1.0
8.166667,1.0
8.183333,1.0
8.2,1.0
8.216666,1.0
8.233334,1.0
8.25,1.0
8.266666,1.0
8.283334,1.0
8.3,1.0
8.316667,1.0
8.333333,1.0
8.35,1.0
8.366667,1.0
8.383333,1.0
8.4,1.0
8.416667,1.0
8.433333,1.0
8.45,1.0
8.466666,1.0
8.483334,1.0
8.5,1.0
8.516666,1.0
8.533334,1.0
8.55,1.0
8.566667,1.0
8.583333,1.0
8.6,1.0
8.616667,1.0
8.633333,0.0
8.65,1.0
8.666667,1.0
8.683333,1.0
8.7,1.0
8.716666,1.0
8.733334,1.0
8.75,1.0
8.766666,1.0
8.783334,1.0
8.8,1.0
8.816667,1.0
8.833333,2.0
8.85,1.0
8.866667,1.0
8.883333,1.0
8.9,1.0
8.916667,1.0
8.933333,1.0
8.95,1.0
8.966666,1.0
8.983334,1.0
9.0,1.0
9.016666,1.0
9.033334,1.0
9.05,1.0
9.066667,1.0
9.083333,1.0
9.1,1.0
9.116667,1.0
9.133333,1.0
9.15,1.0
9.166667,1.0
9.183333,1.0
9.2,1.0
9.216666,1.0
9.233334,1.0
9.25,1.0
9.266666,1.0
9.283334,1.0
9.3,1.0
9.316667,1.0
9.333333,1.0
9.35,1.0
9.366667,1.0
9.383333,1.0
9.4,1.0
9.416667,2.0
9.433333,1.0
9.45,1.0
9.466666,1.0
9.483334,1.0
9.5,1.0
9.516666,1.0
9.533334,1.0
9.55,1.0
9.566667,1.0
9.583333,1.0
9.6,1.0
9.616667,1.0
9.633333,1.0
9.65,1.0
9.666667,2.0
9.683333,2.0
9.7,1.0
9.716666,1.0
9.733334,1.0
9.75,1.0
9.766666,1.0
9.783334,1.0
9.8,1.0
9.816667,1.0
9.833333,1.0
9.85,1.0
9.866667,1.0
9.883333,1.0
9.9,1.0
9.916667,1.0
9.933333,1.0
9.95,1.0
9.966666,1.0
9.983334,1.0
10.0,1.0
10.01667,1.0
10.03333,1.0
10.05,1.0
10.06667,1.0
10.08333,1.0
10.1,1.0
10.11667,1.0
10.13333,1.0
10.15,1.0
10.16667,1.0
10.18333,1.0
10.2,1.0
10.21667,1.0
10.23333,1.0
10.25,1.0
10.26667,1.0
10.28333,1.0
10.3,1.0
10.31667,1.0
10.33333,1.0
10.35,1.0
10.36667,1.0
10.38333,1.0
10.4,1.0
10.41667,1.0
10.43333,1.0
10.45,1.0
10.46667,1.0
10.48333,1.0
10.5,1.0
10.51667,1.0
10.53333,1.0
10.55,1.0
10.56667,1.0
10.58333,1.0
10.6,1.0
10.61667,1.0
10.63333,1.0
10.65,1.0
10.66667,1.0
10.68333,1.0
10.7,1.0
10.71667,1.0
10.73333,1.0
10.75,1.0
10.76667,1.0
10.78333,1.0
10.8,1.0
10.81667,1.0
10.83333,1.0
10.85,1.0
10.86667,1.0
10.88333,1.0
10.9,1.0
10.91667,1.0
10.93333,2.0
10.95,2.0
10.96667,1.0
10.98333,1.0
11.0,1.0
11.01667,1.0
11.03333,1.0
11.05,1.0
11.06667,1.0
11.08333,1.0
11.1,1.0
11.11667,1.0
11.13333,1.0
11.15,1.0
11.16667,1.0
11.18333,1.0
11.2,1.0
11.21667,1.0
11.23333,1.0
11.25,1.0
11.26667,1.0
11.28333,1.0
11.3,1.0
11.31667,1.0
11.33333,1.0
11.35,1.0
11.36667,1.0
11.38333,1.0
11.4,1.0
11.41667,1.0
11.43333,1.0
11.45,1.0
11.46667,1.0
11.48333,1.0
11.5,1.0
11.51667,1.0
11.53333,1.0
11.55,1.0
11.56667,1.0
11.58333,1.0
11.6,1.0
11.61667,1.0
11.63333,1.0
11.65,1.0
11.66667,1.0
11.68333,1.0
11.7,1.0
11.71667,1.0
11.73333,1.0
11.75,1.0
11.76667,1.0
11.78333,1.0
11.8,1.0
11.81667,1.0
11.83333,1.0
11.85,1.0
11.86667,1.0
11.88333,1.0
11.9,1.0
11.91667,1.0
11.93333,1.0
11.95,1.0
11.96667,1.0
11.98333,1.0
12.0,1.0
12.01667,1.0
12.03333,1.0
12.05,1.0
12.06667,1.0
12.08333,1.0
12.1,1.0
12.11667,1.0
12.13333,1.0
12.15,1.0
12.16667,1.0
12.18333,1.0
12.2,1.0
12.21667,1.0
12.23333,1.0
12.25,1.0
12.26667,1.0
12.28333,1.0
12.3,1.0
12.31667,1.0
12.33333,1.0
12.35,1.0
12.36667,1.0
12.38333,1.0
12.4,1.0
12.41667,2.0
12.43333,1.0
12.45,1.0
12.46667,1.0
12.48333,1.0
12.5,1.0
12.51667,1.0
12.53333,1.0
12.55,1.0
12.56667,1.0
12.58333,1.0
12.6,1.0
12.61667,1.0
12.63333,1.0
12.65,1.0
12.66667,1.0
12.68333,1.0
12.7,1.0
12.71667,1.0
12.73333,1.0
12.75,1.0
12.76667,1.0
12.78333,1.0
12.8,1.0
12.81667,1.0
12.83333,1.0
12.85,1.0
12.86667,1.0
12.88333,1.0
12.9,1.0
12.91667,1.0
12.93333,1.0
12.95,1.0
12.96667,1.0
12.98333,1.0
13.0,1.0
13.01667,1.0
13.03333,1.0
13.05,1.0
13.06667,1.0
13.08333,1.0
13.1,1.0
13.11667,1.0
13.13333,1.0
13.15,1.0
13.16667,1.0
13.18333,1.0
13.2,1.0
13.21667,1.0
13.23333,1.0
13.25,1.0
13.26667,1.0
13.28333,1.0
13.3,1.0
13.31667,1.0
13.33333,1.0
13.35,1.0
13.36667,1.0
13.38333,1.0
13.4,1.0
13.41667,1.0
13.43333,1.0
13.45,1.0
13.46667,1.0
13.48333,1.0
13.5,1.0
13.51667,1.0
13.53333,1.0
13.55,1.0
13.56667,1.0
13.58333,1.0
13.6,1.0
13.61667,1.0
13.63333,1.0
13.65,1.0
13.66667,1.0
13.68333,1.0
13.7,1.0
13.71667,1.0
13.73333,1.0
13.75,1.0
13.76667,1.0
13.78333,1.0
13.8,1.0
13.81667,1.0
13.83333,1.0
13.85,1.0
13.86667,1.0
13.88333,1.0
13.9,1.0
13.91667,1.0
13.93333,1.0
13.95,1.0
13.96667,1.0
13.98333,1.0
14.0,1.0
14.01667,1.0
14.03333,1.0
14.05,1.0
14.06667,1.0
14.08333,1.0
14.1,1.0
14.11667,1.0
14.13333,1.0
14.15,1.0
14.16667,1.0
14.18333,1.0
14.2,1.0
14.21667,1.0
14.23333,1.0
14.25,1.0
14.26667,1.0
14.28333,1.0
14.3,1.0
14.31667,1.0
14.33333,1.0
14.35,1.0
14.36667,1.0
14.38333,1.0
14.4,1.0
14.41667,1.0
14.43333,1.0
14.45,1.0
14.46667,1.0
14.48333,1.0
14.5,1.0
14.51667,1.0
14.53333,1.0
14.55,1.0
14.56667,1.0
14.58333,1.0
14.6,1.0
14.61667,1.0
14.63333,1.0
14.65,1.0
14.66667,1.0
14.68333,1.0
14.7,1.0
14.71667,1.0
14.73333,1.0
14.75,1.0
14.76667,1.0
14.78333,1.0
14.8,1.0
14.81667,1.0
14.83333,1.0
14.85,1.0
14.86667,1.0
14.88333,1.0
14.9,1.0
14.91667,1.0
14.93333,1.0
14.95,1.0
14.96667,1.0
14.98333,1.0
15.0,1.0
15.01667,1.0
15.03333,1.0
15.05,1.0
15.06667,1.0
15.08333,1.0
15.1,1.0
15.11667,1.0
15.13333,1.0
15.15,1.0
15.16667,1.0
15.18333,1.0
15.2,1.0
15.21667,1.0
15.23333,1.0
15.25,1.0
15.26667,1.0
15.28333,1.0
15.3,1.0
15.31667,1.0
15.33333,1.0
15.35,1.0
15.36667,1.0
15.38333,1.0
15.4,1.0
15.41667,1.0
15.43333,1.0
15.45,1.0
15.46667,1.0
15.48333,1.0
15.5,1.0
15.51667,1.0
15.53333,1.0
15.55,1.0
15.56667,1.0
15.58333,1.0
15.6,1.0
15.61667,1.0
15.63333,1.0
15.65,1.0
15.66667,1.0
15.68333,1.0
15.7,1.0
15.71667,1.0
15.73333,1.0
15.75,1.0
15.76667,1.0
15.78333,1.0
15.8,1.0
15.81667,1.0
15.83333,1.0
15.85,1.0
15.86667,1.0
15.88333,1.0
15.9,1.0
15.91667,1.0
15.93333,1.0
15.95,1.0
15.96667,1.0
15.98333,1.0
16.0,1.0
16.01667,1.0
16.03333,1.0
16.05,1.0
16.06667,1.0
16.08333,1.0
16.1,1.0
16.11667,1.0
16.13333,1.0
16.15,1.0
16.16667,1.0
16.18333,1.0
16.2,1.0
16.21667,1.0
16.23333,1.0
16.25,1.0
16.26667,1.0
16.28333,1.0
16.3,1.0
16.31667,1.0
16.33333,1.0
16.35,1.0
16.36667,1.0
16.38333,1.0
16.4,1.0
16.41667,1.0
16.43333,1.0
16.45,1.0
16.46667,1.0
16.48333,1.0
16.5,1.0
16.51667,1.0
16.53333,1.0
16.55,1.0
16.56667,1.0
16.58333,1.0
16.6,1.0
16.61667,1.0
16.63333,1.0
16.65,1.0
16.66667,1.0
16.68333,1.0
16.7,1.0
16.71667,1.0
16.73333,1.0
16.75,1.0
16.76667,1.0
16.78333,1.0
16.8,1.0
16.81667,1.0
16.83333,1.0
16.85,1.0
16.86667,1.0
16.88333,1.0
16.9,1.0
16.91667,1.0
16.93333,1.0
16.95,1.0
16.96667,1.0
16.98333,1.0
17.0,1.0
17.01667,1.0
17.03333,1.0
17.05,1.0
17.06667,1.0
17.08333,1.0
17.1,1.0
17.11667,1.0
17.13333,1.0
17.15,1.0
17.16667,1.0
17.18333,1.0
17.2,1.0
17.21667,1.0
17.23333,1.0
17.25,1.0
17.26667,1.0
17.28333,1.0
17.3,1.0
17.31667,1.0
17.33333,1.0
17.35,1.0
17.36667,1.0
17.38333,1.0
17.4,1.0
17.41667,1.0
17.43333,1.0
17.45,1.0
17.46667,1.0
17.48333,1.0
17.5,1.0
17.51667,1.0
17.53333,1.0
17.55,1.0
17.56667,1.0
17.58333,1.0
17.6,1.0
17.61667,1.0
17.63333,1.0
17.65,1.0
17.66667,1.0
17.68333,1.0
17.7,1.0
17.71667,1.0
17.73333,1.0
17.75,1.0
17.76667,1.0
17.78333,1.0
17.8,1.0
17.81667,1.0
17.83333,1.0
17.85,1.0
17.86667,1.0
17.88333,1.0
17.9,1.0
17.91667,1.0
17.93333,1.0
17.95,1.0
17.96667,1.0
17.98333,1.0
18.0,1.0
18.01667,1.0
18.03333,1.0
18.05,1.0
18.06667,1.0
18.08333,1.0
18.1,1.0
18.11667,1.0
18.13333,1.0
18.15,1.0
18.16667,1.0
18.18333,1.0
18.2,1.0
18.21667,1.0
18.23333,1.0
18.25,1.0
18.26667,1.0
18.28333,1.0
18.3,1.0
18.31667,1.0
18.33333,1.0
18.35,1.0
18.36667,1.0
18.38333,1.0
18.4,1.0
18.41667,1.0
18.43333,1.0
18.45,1.0
18.46667,1.0
18.48333,1.0
18.5,1.0
18.51667,1.0
18.53333,1.0
18.55,1.0
18.56667,1.0
18.58333,1.0
18.6,1.0
18.61667,1.0
18.63333,1.0
18.65,1.0
18.66667,1.0
18.68333,1.0
18.7,1.0
18.71667,1.0
18.73333,1.0
18.75,1.0
18.76667,1.0
18.78333,1.0
18.8,1.0
18.81667,1.0
18.83333,1.0
18.85,1.0
18.86667,1.0
18.88333,1.0
18.9,1.0
18.91667,1.0
18.93333,1.0
18.95,1.0
18.96667,1.0
18.98333,1.0
19.0,1.0
19.01667,1.0
19.03333,1.0
19.05,1.0
19.06667,1.0
19.08333,1.0
19.1,1.0
19.11667,1.0
19.13333,1.0
19.15,1.0
19.16667,1.0
19.18333,1.0
19.2,1.0
19.21667,1.0
19.23333,1.0
19.25,1.0
19.26667,1.0
19.28333,1.0
19.3,1.0
19.31667,1.0
19.33333,1.0
19.35,1.0
19.36667,1.0
19.38333,1.0
19.4,1.0
19.41667,1.0
19.43333,1.0
19.45,1.0
19.46667,1.0
19.48333,1.0
19.5,1.0
19.51667,1.0
19.53333,1.0
19.55,1.0
19.56667,1.0
19.58333,1.0
19.6,1.0
19.61667,1.0
19.63333,1.0
19.65,1.0
19.66667,1.0
19.68333,1.0
19.7,1.0
19.71667,1.0
19.73333,1.0
19.75,1.0
19.76667,1.0
19.78333,1.0
19.8,1.0
19.81667,1.0
19.83333,1.0
19.85,1.0
19.86667,1.0
19.88333,1.0
19.9,1.0
19.91667,1.0
19.93333,1.0
19.95,1.0
19.96667,1.0
19.98333,1.0
20.0,1.0
20.01667,1.0
20.03333,1.0
20.05,1.0
20.06667,1.0
20.08333,1.0
20.1,1.0
20.11667,1.0
20.13333,1.0
20.15,1.0
20.16667,1.0
20.18333,1.0
20.2,1.0
20.21667,1.0
20.23333,1.0
20.25,1.0
20.26667,1.0
20.28333,1.0
20.3,1.0
20.31667,1.0
20.33333,1.0
20.35,1.0
20.36667,1.0
20.38333,1.0
20.4,1.0
20.41667,1.0
20.43333,1.0
20.45,1.0
20.46667,1.0
20.48333,1.0
20.5,1.0
20.51667,1.0
20.53333,1.0
20.55,1.0
20.56667,1.0
20.58333,1.0
20.6,1.0
20.61667,1.0
20.63333,1.0
20.65,1.0
20.66667,1.0
20.68333,1.0
20.7,1.0
20.71667,1.0
20.73333,1.0
20.75,1.0
20.76667,1.0
20.78333,1.0
20.8,1.0
20.81667,1.0
20.83333,1.0
20.85,1.0
20.86667,1.0
20.88333,1.0
20.9,1.0
20.91667,1.0
20.93333,1.0
20.95,1.0
20.96667,1.0
20.98333,1.0
21.0,1.0
21.01667,1.0
21.03333,1.0
21.05,1.0
21.06667,1.0
21.08333,1.0
21.1,1.0
21.11667,1.0
21.13333,1.0
21.15,1.0
21.16667,1.0
21.18333,1.0
21.2,1.0
21.21667,1.0
21.23333,1.0
21.25,1.0
21.26667,1.0
21.28333,1.0
21.3,1.0
21.31667,1.0
21.33333,1.0
21.35,1.0
21.36667,1.0
21.38333,1.0
21.4,1.0
21.41667,1.0
21.43333,1.0
21.45,1.0
21.46667,1.0
21.48333,1.0
21.5,1.0
21.51667,1.0
21.53333,1.0
21.55,1.0
21.56667,1.0
21.58333,1.0
21.6,1.0
21.61667,1.0
21.63333,1.0
21.65,1.0
21.66667,1.0
21.68333,1.0
21.7,1.0
21.71667,1.0
21.73333,1.0
21.75,1.0
21.76667,1.0
21.78333,1.0
21.8,1.0
21.81667,1.0
21.83333,1.0
21.85,1.0
21.86667,1.0
21.88333,1.0
21.9,1.0
21.91667,1.0
21.93333,1.0
21.95,1.0
21.96667,1.0
21.98333,1.0
22.0,1.0
22.01667,1.0
22.03333,1.0
22.05,1.0
22.06667,1.0
22.08333,1.0
22.1,1.0
22.11667,1.0
22.13333,1.0
22.15,1.0
22.16667,1.0
22.18333,1.0
22.2,1.0
22.21667,1.0
22.23333,1.0
22.25,1.0
22.26667,1.0
22.28333,1.0
22.3,1.0
22.31667,1.0
22.33333,1.0
22.35,1.0
22.36667,1.0
22.38333,1.0
22.4,1.0
22.41667,1.0
22.43333,1.0
22.45,1.0
22.46667,1.0
22.48333,1.0
22.5,1.0
22.51667,1.0
22.53333,1.0
22.55,1.0
22.56667,1.0
22.58333,1.0
22.6,1.0
22.61667,1.0
22.63333,1.0
22.65,1.0
22.66667,1.0
22.68333,1.0
22.7,1.0
22.71667,1.0
22.73333,1.0
22.75,1.0
22.76667,1.0
22.78333,1.0
22.8,1.0
22.81667,1.0
22.83333,1.0
22.85,1.0
22.86667,1.0
22.88333,1.0
22.9,1.0
22.91667,1.0
22.93333,1.0
22.95,1.0
22.96667,1.0
22.98333,1.0
23.0,1.0
23.01667,1.0
23.03333,1.0
23.05,1.0
23.06667,1.0
23.08333,1.0
23.1,1.0
23.11667,1.0
23.13333,1.0
23.15,1.0
23.16667,1.0
23.18333,1.0
23.2,1.0
23.21667,1.0
23.23333,1.0
23.25,1.0
23.26667,1.0
23.28333,1.0
23.3,1.0
23.31667,1.0
23.33333,1.0
23.35,1.0
23.36667,1.0
23.38333,1.0
23.4,1.0
23.41667,1.0
23.43333,1.0
23.45,1.0
23.46667,1.0
23.48333,1.0
23.5,1.0
23.51667,1.0
23.53333,1.0
23.55,1.0
23.56667,1.0
23.58333,1.0
23.6,1.0
23.61667,1.0
23.63333,1.0
23.65,1.0
23.66667,1.0
23.68333,1.0
23.7,1.0
23.71667,1.0
23.73333,1.0
23.75,1.0
23.76667,1.0
23.78333,1.0
23.8,1.0
23.81667,1.0
23.83333,1.0
23.85,1.0
23.86667,1.0
23.88333,1.0
23.9,1.0
23.91667,1.0
23.93333,1.0
23.95,1.0
23.96667,1.0
23.98333,1.0
24.0,1.0
24.01667,1.0
24.03333,1.0
24.05,1.0
24.06667,1.0
24.08333,1.0
24.1,1.0
24.11667,1.0
24.13333,1.0
24.15,1.0
24.16667,1.0
24.18333,1.0
24.2,1.0
24.21667,1.0
24.23333,1.0
24.25,1.0
24.26667,1.0
24.28333,1.0
24.3,1.0
24.31667,1.0
24.33333,1.0
24.35,1.0
24.36667,1.0
24.38333,1.0
24.4,1.0
24.41667,1.0
24.43333,1.0
24.45,1.0
24.46667,1.0
24.48333,1.0
24.5,1.0
24.51667,1.0
24.53333,1.0
24.55,1.0
24.56667,1.0
24.58333,1.0
24.6,1.0
24.61667,1.0
24.63333,1.0
24.65,1.0
24.66667,1.0
24.68333,1.0
24.7,1.0
24.71667,1.0
24.73333,1.0
24.75,1.0
24.76667,1.0
24.78333,1.0
24.8,1.0
24.81667,1.0
24.83333,1.0
24.85,1.0
24.86667,1.0
24.88333,1.0
24.9,1.0
24.91667,1.0
24.93333,1.0
24.95,1.0
24.96667,1.0
24.98333,1.0
25.0,1.0
25.01667,1.0
25.03333,1.0
25.05,1.0
25.06667,1.0
25.08333,1.0
25.1,1.0
25.11667,1.0
25.13333,1.0
25.15,1.0
25.16667,1.0
25.18333,1.0
25.2,1.0
25.21667,1.0
25.23333,1.0
25.25,1.0
25.26667,1.0
25.28333,1.0
25.3,1.0
25.31667,1.0
25.33333,1.0
25.35,1.0
25.36667,1.0
25.38333,1.0
25.4,1.0
25.41667,1.0
25.43333,1.0
25.45,1.0
25.46667,1.0
25.48333,1.0
25.5,1.0
25.51667,1.0
25.53333,1.0
25.55,1.0
25.56667,1.0
25.58333,1.0
25.6,1.0
25.61667,1.0
25.63333,1.0
25.65,1.0
25.66667,1.0
25.68333,1.0
25.7,1.0
25.71667,1.0
25.73333,1.0
25.75,1.0
25.76667,1.0
25.78333,1.0
25.8,1.0
25.81667,1.0
25.83333,1.0
25.85,1.0
25.86667,1.0
25.88333,1.0
25.9,1.0
25.91667,1.0
25.93333,1.0
25.95,1.0
25.96667,1.0
25.98333,1.0
26.0,1.0
26.01667,1.0
26.03333,1.0
26.05,1.0
26.06667,1.0
26.08333,1.0
26.1,1.0
26.11667,1.0
26.13333,1.0
26.15,1.0
26.16667,1.0
26.18333,1.0
26.2,1.0
26.21667,1.0
26.23333,1.0
26.25,1.0
26.26667,1.0
26.28333,1.0
26.3,1.0
26.31667,1.0
26.33333,1.0
26.35,1.0
26.36667,1.0
26.38333,1.0
26.4,1.0
26.41667,1.0
26.43333,1.0
26.45,1.0
26.46667,1.0
26.48333,1.0
26.5,1.0
26.51667,1.0
26.53333,1.0
26.55,1.0
26.56667,1.0
26.58333,1.0
26.6,1.0
26.61667,1.0
26.63333,1.0
26.65,1.0
26.66667,1.0
26.68333,1.0
26.7,1.0
26.71667,1.0
26.73333,1.0
26.75,1.0
26.76667,1.0
26.78333,1.0
26.8,1.0
