Time,Acc_X,Acc_Y,Acc_Z,GSR,Tmp,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,Labeling
3.3125,0.625177124,0.223620729,-0.837490652,-0.624113096,-0.476601447,-0.915328501,-0.216284302,-0.261934297,-0.897408205,-0.922250574,-0.32471136,-0.967151417,-1.034772631,-0.135309968,-1.260330024,-1.193365199,0.42801817,-1.761397017,-0.455360264,0.497542422,-0.173939242,-0.96993452,-1.003757522,-1.105195201,-0.20432527,1.178858319,0.986750822,0.242273228,-0.718567251,-1.578302504,1.237869894,-0.0293209937,1.245288204,0.516511108,-0.976637141,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,-0.915328501,-0.216284302,-0.261934297,2
3.34375,0.625177124,0.617615457,-0.837490652,-0.652900394,-0.496826986,-0.909212532,-0.206887879,-0.149223376,-0.897408205,-0.922685952,-0.296140145,-0.965666394,-1.021980544,-0.063768485,-1.249931412,-1.035475585,0.612811431,-1.741313964,-0.239249841,0.66799513,-0.176813236,-0.949740546,-0.955989045,-1.106486124,-0.189165416,1.284860996,1.013342158,0.268103208,-0.64481494,-1.570003858,1.325246968,-0.0298081644,1.242494223,0.508781974,-0.969664448,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,-0.909212532,-0.206887879,-0.149223376,2
3.375,0.625177124,1.011610186,-0.837490652,-0.681687691,-0.517052525,-0.897658729,-0.223468048,-0.175460698,-0.897408205,-0.92289088,-0.21203524,-0.954217866,-1.026934817,0.0162915399,-1.185843692,-1.070599543,0.664963783,-1.54314955,-0.447468308,0.592772074,-0.151315756,-0.973034966,-0.995060583,-1.113150294,-0.154310177,1.253583116,0.908774501,0.118146705,-0.641583891,-1.569783284,1.536682044,-0.105887107,1.094703718,0.450916805,-0.996275951,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,-0.897658729,-0.223468048,-0.175460698,2
3.40625,0.625177124,1.405604914,-0.837490652,-0.710474989,-0.537278063,-0.886104926,-0.240048218,-0.20169802,-0.897408205,-0.923095808,-0.127930334,-0.942769338,-1.03188909,0.0963515649,-1.121755972,-1.1057235,0.717116134,-1.344985136,-0.655686775,0.517549018,-0.125818275,-0.996329386,-1.034132121,-1.119814465,-0.119454938,1.222305236,0.804206844,-0.0318097973,-0.638352842,-1.56956271,1.74811712,-0.18196605,0.946913212,0.393051636,-1.022887453,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,-0.886104926,-0.240048218,-0.20169802,2
3.4375,0.625177124,1.761297939,-0.837490652,-0.739262286,-0.557503602,-0.874551123,-0.256628387,-0.227935342,-0.897408205,-0.923300735,-0.0438254284,-0.93132081,-1.036843362,0.17641159,-1.057668253,-1.140847458,0.769268486,-1.146820722,-0.863905242,0.442325962,-0.100320795,-1.019623806,-1.073203658,-1.126478636,-0.0845996989,1.191027356,0.699639187,-0.1817663,-0.635121792,-1.569342136,1.959552197,-0.258044992,0.799122706,0.335186467,-1.049498956,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,-0.874551123,-0.256628387,-0.227935342,2
3.46875,0.625177124,1.531475447,-0.837490652,-0.768049584,-0.577729141,-0.86299732,-0.273208557,-0.254172663,-0.897408205,-0.923505663,0.0402794772,-0.919872282,-1.041797635,0.256471615,-0.993580533,-1.175971415,0.821420837,-0.948656308,-1.072123709,0.367102907,-0.0748233152,-1.042918226,-1.112275196,-1.133142807,-0.0497444598,1.159749476,0.59507153,-0.331722803,-0.631890743,-1.569121562,2.170987273,-0.334123935,0.6513322,0.277321298,-1.076110459,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,-0.86299732,-0.273208557,-0.254172663,2
3.5,0.625177124,-0.373047808,-0.588383528,-0.796836881,-0.597954679,-0.862377524,-0.268912362,-0.21559097,-0.897410175,-0.923697637,-0.0110666418,-0.920523463,-1.047367023,0.185214213,-0.996792307,-1.187614899,0.701857543,-0.94679364,-1.015402262,0.300052949,-0.0458043623,-0.96130618,-1.146410305,-1.133852507,-0.0236777697,1.112447557,0.709389976,-0.0457992101,-0.772257415,-1.552228029,1.976584942,-0.285382531,0.474148125,0.330566868,-1.090571992,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,-0.862377524,-0.268912362,-0.21559097,2
3.53125,0.625177124,1.761297939,1.725798581,-0.832616962,-0.618180218,-0.863168376,-0.261922807,-0.168646666,-0.897412399,-0.923887941,-0.0798879446,-0.922735685,-1.05301577,0.094434627,-1.00868671,-1.196229055,0.560140394,-0.970256797,-0.924499652,0.234057441,-0.0163310874,-0.866159649,-1.179908541,-1.133793993,0.00125506783,1.063078299,0.851947964,0.296359356,-0.931150315,-1.533183437,1.729823589,-0.220537459,0.293171844,0.398147365,-1.103466,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,-0.863168376,-0.261922807,-0.168646666,2
3.5625,0.625177124,1.761297939,1.477433002,-0.873744653,-0.638405757,-0.863959228,-0.254933253,-0.121702361,-0.897414624,-0.924078244,-0.148709247,-0.924947906,-1.058664517,0.00365504113,-1.020581113,-1.204843211,0.418423244,-0.993719954,-0.833597041,0.168061934,0.0131421875,-0.771013118,-1.213406778,-1.133735479,0.0261879053,1.013709042,0.994505952,0.638517922,-1.090043216,-1.514138845,1.483062236,-0.155692386,0.112195564,0.465727862,-1.116360007,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,-0.863959228,-0.254933253,-0.121702361,2
3.59375,0.625177124,1.761297939,-0.837490652,-0.914872344,-0.658631295,-0.864750079,-0.247943698,-0.0747580571,-0.897416848,-0.924268547,-0.21753055,-0.927160128,-1.064313265,-0.0871245448,-1.032475516,-1.213457367,0.276706094,-1.017183112,-0.742694431,0.102066427,0.0426154624,-0.675866587,-1.246905015,-1.133676965,0.0511207428,0.964339784,1.137063939,0.980676487,-1.248936116,-1.495094253,1.236300883,-0.0908473129,-0.0687807162,0.533308359,-1.129254015,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,-0.864750079,-0.247943698,-0.0747580571,2
3.625,0.625177124,1.761297939,-0.796098599,-0.956000035,-0.678856834,-0.865540931,-0.240954143,-0.0278137528,-0.897419073,-0.92445885,-0.286351853,-0.92937235,-1.069962012,-0.177904131,-1.044369919,-1.222071523,0.134988945,-1.040646269,-0.65179182,0.0360709194,0.0720887373,-0.580720057,-1.280403252,-1.133618451,0.0760535803,0.914970527,1.279621927,1.322835053,-1.407829016,-1.476049661,0.98953953,-0.0260022401,-0.249756996,0.600888856,-1.142148023,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,-0.865540931,-0.240954143,-0.0278137528,2
3.65625,0.625177124,1.761297939,-0.368906541,-0.997127726,-0.699082373,-0.866331783,-0.233964589,0.0191305514,-0.897421297,-0.924649153,-0.355173156,-0.931584571,-1.075610759,-0.268683717,-1.056264322,-1.230685679,-0.00672820476,-1.064109427,-0.56088921,-0.0299245879,0.101562012,-0.485573526,-1.313901488,-1.133559937,0.100986418,0.865601269,1.422179915,1.664993619,-1.566721916,-1.457005069,0.742778177,0.0388428327,-0.430733277,0.668469353,-1.15504203,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,-0.866331783,-0.233964589,0.0191305514,2
3.6875,0.625177124,1.761297939,0.0582855163,-1.038255416,-0.719307911,-0.867122635,-0.226975034,0.0660748557,-0.897423521,-0.924839457,-0.423994458,-0.933796793,-1.081259506,-0.359463302,-1.068158725,-1.239299835,-0.148445354,-1.087572584,-0.4699866,-0.0959200952,0.131035287,-0.390426995,-1.347399725,-1.133501423,0.125919255,0.816232011,1.564737903,2.007152185,-1.725614817,-1.437960477,0.496016823,0.103687905,-0.611709557,0.73604985,-1.167936038,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,-0.867122635,-0.226975034,0.0660748557,2
3.71875,0.625177124,1.761297939,0.485477574,-1.079383107,-0.73953345,-0.867913487,-0.21998548,0.11301916,-0.897425746,-0.92502976,-0.492815761,-0.936009015,-1.086908253,-0.450242888,-1.080053128,-1.247913991,-0.290162504,-1.111035742,-0.379083989,-0.161915603,0.160508562,-0.295280464,-1.380897962,-1.133442909,0.150852093,0.766862754,1.707295891,2.349310751,-1.884507717,-1.418915885,0.24925547,0.168532978,-0.792685837,0.803630347,-1.180830045,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,-0.867913487,-0.21998548,0.11301916,2
3.75,0.625177124,1.761297939,0.912669632,-1.120510798,-0.759758989,-0.868704339,-0.212995925,0.159963464,-0.89742797,-0.925220063,-0.561637064,-0.938221237,-1.092557,-0.541022474,-1.091947531,-1.256528147,-0.431879654,-1.134498899,-0.288181379,-0.22791111,0.189981837,-0.200133934,-1.414396198,-1.133384395,0.17578493,0.717493496,1.849853879,2.691469316,-2.043400617,-1.399871294,0.0024941171,0.233378051,-0.973662118,0.871210844,-1.193724053,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,-0.868704339,-0.212995925,0.159963464,2
3.78125,0.625177124,1.761297939,1.339861689,-1.162802438,-0.779984528,-0.867860003,-0.33825795,0.162428609,-0.897430034,-0.925231387,-0.649358931,-0.910689658,-1.058971797,-0.526515096,-0.938005266,-1.041556245,-0.109294475,-0.965897193,-0.230507901,-0.0473004064,0.160754055,-0.137746533,-1.393586342,-1.116988722,0.105842154,0.740009354,1.852340514,3.117273175,-2.237213102,-1.319528149,-0.36199701,0.447261776,-1.484304711,0.824274027,-1.183002222,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,-0.867860003,-0.33825795,0.162428609,2
3.8125,0.625177124,1.761297939,1.725798581,-1.205984186,-0.800210066,-0.86709457,-0.455183787,0.159190737,-0.897431355,-0.925222553,-0.67160878,-0.890949268,-1.032801764,-0.468686673,-0.827695745,-0.879502565,0.181098603,-0.85231491,-0.202523101,0.119442102,0.130277433,-0.11126366,-1.349544095,-1.103819837,0.0450619619,0.779911395,1.850773138,3.306854514,-2.290934332,-1.283900139,-0.465066174,0.522331727,-1.793614568,0.781510843,-1.142779055,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,-0.86709457,-0.455183787,0.159190737,2
3.84375,0.625177124,1.761297939,1.478254368,-1.249165935,-0.820435605,-0.866576361,-0.548610249,0.148604449,-0.897431355,-0.925189154,-0.575250059,-0.88710152,-1.022463966,-0.339996349,-0.806341643,-0.826787324,0.383745458,-0.84979975,-0.225618708,0.245371,0.101358175,-0.147036124,-1.267360317,-1.097492919,0.00684555365,0.846336396,1.850996218,3.067497712,-2.091224531,-1.332407286,-0.0918121887,0.338880527,-1.720629753,0.753636954,-1.051189638,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,-0.866576361,-0.548610249,0.148604449,2
3.875,0.625177124,1.761297939,-0.589946438,-1.292347683,-0.840661144,-0.866058151,-0.64203671,0.138018161,-0.897431355,-0.925155755,-0.478891338,-0.883253772,-1.012126168,-0.211306024,-0.784987541,-0.774072083,0.586392312,-0.847284591,-0.248714316,0.371299898,0.0724389174,-0.182808588,-1.185176539,-1.091166001,-0.0313708546,0.912761398,1.851219299,2.82814091,-1.89151473,-1.380914433,0.281441797,0.155429327,-1.647644938,0.725763065,-0.959600221,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,-0.866058151,-0.64203671,0.138018161,2
3.90625,0.625177124,1.761297939,1.478254368,-1.335529432,-0.860886682,-0.865539942,-0.735463172,0.127431873,-0.897431355,-0.925122356,-0.382532617,-0.879406023,-1.001788371,-0.0826156996,-0.763633439,-0.721356842,0.789039166,-0.844769432,-0.271809924,0.497228796,0.0435196594,-0.218581052,-1.102992761,-1.084839082,-0.0695872628,0.9791864,1.851442379,2.588784107,-1.691804929,-1.42942158,0.654695783,-0.0280218728,-1.574660123,0.697889175,-0.868010803,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,-0.865539942,-0.735463172,0.127431873,2
3.9375,0.625177124,1.761297939,-0.837490652,-1.378711181,-0.881112221,-0.865312285,-0.809288788,0.211892556,-0.897431355,-0.925093182,-0.142908988,-0.878603584,-1.013768845,0.141521232,-0.75912711,-0.790288522,0.921290078,-0.846769381,-0.371461367,0.550948704,0.0267648827,-0.316082812,-1.008142558,-1.086085875,-0.06403243,1.04444442,1.590643102,1.888399757,-1.265906239,-1.435327465,0.957966184,-0.105210505,-0.771266086,0.643583303,-0.885418851,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,-0.865312285,-0.809288788,0.211892556,2
